,Language,a,b,c,d,prompts
243,RO,lac,mare,interesant,"['captivant', 'exaltant', 'înveselitor', 'zdrobitoare', 'inspirator', 'îmbătător', 'vibrant', 'stimulatoare', 'agitând', 'arestând', 'intrigant', 'emoșionant', 'provocator', 'impetuos', 'palpitant']","""lac"" este pentru ""mare"" cum ""interesant"" este pentru "
244,RO,interesant,stimulatoare,interesant,"['captivant', 'exaltant', 'înveselitor', 'zdrobitoare', 'inspirator', 'îmbătător', 'vibrant', 'stimulatoare', 'agitând', 'arestând', 'intrigant', 'emoșionant', 'provocator', 'impetuos', 'palpitant']","""interesant"" este pentru ""stimulatoare"" cum ""interesant"" este pentru "
245,RO,regretabil,tragic,regretabil,"['tragic', 'jalnic', 'dureros', 'nenorocit', 'mizerabil', 'îngrozitor', 'lamentabil', 'regretabil', 'disperat', 'fără_speranță', 'dezastruos']","""regretabil"" este pentru ""tragic"" cum ""regretabil"" este pentru "
246,RO,gustare,masă,moțăi,"['somn', 'dormi']","""gustare"" este pentru ""masă"" cum ""moțăi"" este pentru "
247,RO,voinic,super,bine,"['înfloritor', 'robust', 'prosperând', 'prosper', 'înbelșugat']","""voinic"" este pentru ""super"" cum ""bine"" este pentru "
248,RO,burnița,ploie,chicot,"['râs', 'hohot', 'chicoti', 'nechezat', 'zâmbet_cu_înțeles', 'hlizeală', 'răcnet']","""burnița"" este pentru ""ploie"" cum ""chicot"" este pentru "
249,RO,interesant,provocator,calduț,"['cald', 'înfocat', 'înflăcărat', 'încălzit', 'roșu_aprins', 'sfârâit', 'senzual', 'sufocant', 'torid', 'alb_fierbinte']","""interesant"" este pentru ""provocator"" cum ""calduț"" este pentru "
250,RO,rău,negrăit,maimuță,['gorilă'],"""rău"" este pentru ""negrăit"" cum ""maimuță"" este pentru "
251,RO,nefericit,suferind,pisică,"['leu', 'tigru', 'leopard', 'panteră', 'jaguar']","""nefericit"" este pentru ""suferind"" cum ""pisică"" este pentru "
252,RO,casa,castel,plâns,"['urlet', 'țipăt', 'scârțâit', 'scârțâitor']","""casa"" este pentru ""castel"" cum ""plâns"" este pentru "
253,RO,creativ,original,burnița,"['ploie', 'aversă', 'inundație', 'precipitații']","""creativ"" este pentru ""original"" cum ""burnița"" este pentru "
254,RO,mare,ocean,aversiune,"['ură', 'scârbit', 'detesta', 'repulsie', 'nu_putea_suferi', 'execra', 'dispreț', 'disprețui', 'nesocoti', 'descomsidera']","""mare"" este pentru ""ocean"" cum ""aversiune"" este pentru "
255,RO,vrea,dori,place,"['iubi', 'ține', 'pasionat', 'cădea_cu_tronc', 'infatuat']","""vrea"" este pentru ""dori"" cum ""place"" este pentru "
256,RO,vrea,flămânzi,vrea,"['pofti', 'flămânzi', 'înseta', 'muri_de_foame', 'dori']","""vrea"" este pentru ""flămânzi"" cum ""vrea"" este pentru "
257,RO,nedumerit,pierdut,tristețe,"['abătut', 'deznădăjduit', 'dezamăgit', 'fără_speranță', 'melancolie', 'disperat']","""nedumerit"" este pentru ""pierdut"" cum ""tristețe"" este pentru "
258,RO,chicot,răcnet,calduț,"['cald', 'înfocat', 'înflăcărat', 'încălzit', 'roșu_aprins', 'sfârâit', 'senzual', 'sufocant', 'torid', 'alb_fierbinte']","""chicot"" este pentru ""răcnet"" cum ""calduț"" este pentru "
259,RO,gustare,mâncare,durere,"['chin', 'tortură', 'agonie']","""gustare"" este pentru ""mâncare"" cum ""durere"" este pentru "
260,RO,vrea,înseta,chicoti,"['râs', 'hohot', 'chicotit', 'chicot', 'hohote']","""vrea"" este pentru ""înseta"" cum ""chicoti"" este pentru "
261,RO,curând,prompt,rău,"['îngrozitor', 'atroce', 'abominabil', 'groaznic', 'direros', 'teribil', 'negrăit']","""curând"" este pentru ""prompt"" cum ""rău"" este pentru "
262,RO,curând,imediat,casa,"['palat', 'castel']","""curând"" este pentru ""imediat"" cum ""casa"" este pentru "
263,RO,pisică,panteră,irita,"['înfuria', 'ațâța', 'mânia', 'supăra', 'nebun', 'înnebuni', 'fumega', 'ofensa']","""pisică"" este pentru ""panteră"" cum ""irita"" este pentru "
264,RO,vinovat,nedemn,fericit,"['extatic', 'extaziat', 'entuziast', 'fascinat', 'emfatic']","""vinovat"" este pentru ""nedemn"" cum ""fericit"" este pentru "
265,RO,excitat,agitat,ponei,['cal'],"""excitat"" este pentru ""agitat"" cum ""ponei"" este pentru "
266,RO,umed,saturat,interesant,"['captivant', 'exaltant', 'înveselitor', 'zdrobitoare', 'inspirator', 'îmbătător', 'vibrant', 'stimulatoare', 'agitând', 'arestând', 'intrigant', 'emoșionant', 'provocator', 'impetuos', 'palpitant']","""umed"" este pentru ""saturat"" cum ""interesant"" este pentru "
267,RO,necesar,obligatoriu,durere,"['chin', 'tortură', 'agonie']","""necesar"" este pentru ""obligatoriu"" cum ""durere"" este pentru "
268,RO,vinovat,trist,moțăi,"['somn', 'dormi']","""vinovat"" este pentru ""trist"" cum ""moțăi"" este pentru "
269,RO,gustos,cu_gust_plăcut,sărăcăcios,"['îmbolnăvit', 'căruia_îi_vine_greaţă', 'bolnav', 'lovit_de_o_nenorocire']","""gustos"" este pentru ""cu_gust_plăcut"" cum ""sărăcăcios"" este pentru "
270,PT,jantar,festa,morno,"['quente', 'ardente', 'flamejado', 'aquecido', 'incandescente', 'escaldante', 'sensual', 'abafado', 'tórrido', 'inflamado,abrasador']","""jantar"" está para ""festa"" assim como ""morno"" está para "
271,PT,amar,adorar,gato,"['leão', 'tigre', 'leopardo', 'pantera', 'jaguar']","""amar"" está para ""adorar"" assim como ""gato"" está para "
272,PT,confuso,encurralado,bem,"['florescente', 'robusto', 'próspero', 'forte,resistente,rijo,duro']","""confuso"" está para ""encurralado"" assim como ""bem"" está para "
273,PT,lago,mar,interessante,"['emocionante', 'hilariante', 'alegre', 'deslumbrante', 'inspirador', 'inebriante', 'apaixonante', 'estimulante', 'mexido', 'apelativo', 'intrigante', 'comovente', 'provocador', 'temerário', 'empolgante', 'excitante,entusiasmante,vibrante,emocionante']","""lago"" está para ""mar"" assim como ""interessante"" está para "
274,PT,interessante,estimulante,interessante,"['emocionante', 'hilariante', 'alegre', 'deslumbrante', 'inspirador', 'inebriante', 'apaixonante', 'estimulante', 'mexido', 'apelativo', 'intrigante', 'comovente', 'provocador', 'temerário', 'empolgante', 'excitante,entusiasmante,vibrante,emocionante']","""interessante"" está para ""estimulante"" assim como ""interessante"" está para "
275,PT,desafortunado,trágico,desafortunado,"['trágico', 'desgraçado', 'penoso', 'miserável', 'terrível', 'lamentável', 'deplorável', 'desesperado', 'desastroso', 'mísero,doloroso,horrível']","""desafortunado"" está para ""trágico"" assim como ""desafortunado"" está para "
276,PT,snack,refeição,sesta,"['sono', 'cochilo', 'soneca']","""snack"" está para ""refeição"" assim como ""sesta"" está para "
277,PT,forte,super,bem,"['florescente', 'robusto', 'próspero', 'forte,resistente,rijo,duro']","""forte"" está para ""super"" assim como ""bem"" está para "
278,PT,chuvisco,chuva,risada,"['riso', 'gargalhada', 'risadinha', 'risinho', 'rugido', 'bramino,relincho']","""chuvisco"" está para ""chuva"" assim como ""risada"" está para "
279,PT,interessante,provocador,morno,"['quente', 'ardente', 'flamejado', 'aquecido', 'incandescente', 'escaldante', 'sensual', 'abafado', 'tórrido', 'inflamado,abrasador']","""interessante"" está para ""provocador"" assim como ""morno"" está para "
280,PT,mau,indescritível,macaco,['gorila'],"""mau"" está para ""indescritível"" assim como ""macaco"" está para "
281,PT,descontente,sofredor,gato,"['leão', 'tigre', 'leopardo', 'pantera', 'jaguar']","""descontente"" está para ""sofredor"" assim como ""gato"" está para "
282,PT,casa,castelo,choro,"['grito', 'chio', 'guincho', 'berro,pranto']","""casa"" está para ""castelo"" assim como ""choro"" está para "
283,PT,criativo,original,chuvisco,"['chuva', 'aguaceiro', 'pluviosidade', 'dilúvio', 'precipitação']","""criativo"" está para ""original"" assim como ""chuvisco"" está para "
284,PT,mar,oceano,desgostar,"['odiar', 'destestar', 'abominar', 'execrar', 'menosprezar', 'desprezar', 'desdenhar']","""mar"" está para ""oceano"" assim como ""desgostar"" está para "
285,PT,falta,luxúria,gostar,"['amar', 'preocupar-se', 'apaixonar', 'infatuar', 'adorar']","""falta"" está para ""luxúria"" assim como ""gostar"" está para "
286,PT,falta,fome,falta,"['ânsia', 'fome', 'sede', 'luxúria', 'desejo']","""falta"" está para ""fome"" assim como ""falta"" está para "
287,PT,confuso,perdido,triste,"['desencorajado', 'desanimado', 'abandonado', 'desesperado', 'melancólico', 'abatido']","""confuso"" está para ""perdido"" assim como ""triste"" está para "
288,PT,risada,rugido,morno,"['quente', 'ardente', 'flamejado', 'aquecido', 'incandescente', 'escaldante', 'sensual', 'abafado', 'tórrido', 'inflamado,abrasador']","""risada"" está para ""rugido"" assim como ""morno"" está para "
289,PT,snack,comer,dor,"['tormenta', 'tortura', 'agonia']","""snack"" está para ""comer"" assim como ""dor"" está para "
290,PT,falta,sede,risadinha,"['riso', 'gargalhada', 'relincho', 'risinho', 'rugido', 'berro,rincho,risada']","""falta"" está para ""sede"" assim como ""risadinha"" está para "
291,PT,brevemente,prontamente,mau,"['horrível', 'atroz', 'abominável', 'medonho', 'aflitivo', 'terrível', 'indescritível', 'execrando,detestável,pavoroso,pesaroso,tremendo']","""brevemente"" está para ""prontamente"" assim como ""mau"" está para "
292,PT,brevemente,imediatamente,casa,"['palácio', 'castelo']","""brevemente"" está para ""imediatamente"" assim como ""casa"" está para "
293,PT,gato,pantera,irritar,"['enfurecer', 'exasperar', 'irar', 'enlouquecer', 'fumegar', 'ofender', 'chatear']","""gato"" está para ""pantera"" assim como ""irritar"" está para "
294,PT,culpado,indigno,feliz,"['extasiado', 'encantado', 'arrebatado', 'rapsódico', 'alegre,contente']","""culpado"" está para ""indigno"" assim como ""feliz"" está para "
295,PT,excitado,agitado,pónei,['cavalo'],"""excitado"" está para ""agitado"" assim como ""pónei"" está para "
296,PT,húmido,saturado,interessante,"['emocionante', 'hilariante', 'alegre', 'deslumbrante', 'inspirador', 'inebriante', 'apaixonante', 'estimulante', 'mexido', 'apelativo', 'intrigante', 'comovente', 'provocador', 'temerário', 'empolgante', 'excitante,entusiasmante,vibrante,emocionante']","""húmido"" está para ""saturado"" assim como ""interessante"" está para "
297,PT,necessário,requerido,dor,"['tormenta', 'tortura', 'agonia']","""necessário"" está para ""requerido"" assim como ""dor"" está para "
298,PT,culpado,pesaroso,dormitar,"['dormir', 'cochilar']","""culpado"" está para ""pesaroso"" assim como ""dormitar"" está para "
299,PT,saboroso,agradável,adoentado,"['aflito', 'doente', 'sinistrado', 'afligido']","""saboroso"" está para ""agradável"" assim como ""adoentado"" está para "
300,MK,вечера,гозба,топол,"['врел', 'огнен', 'загорен', 'вжештен', 'сензуален']","Односот меѓу зборовите ""вечера"" и ""гозба"" е еднаков со односот меѓу зборовите ""топол"" и "
301,MK,љуби,обожува,мачка,"['лав', 'тигар', 'леопард', 'пантер', 'јагуар']","Односот меѓу зборовите ""љуби"" и ""обожува"" е еднаков со односот меѓу зборовите ""мачка"" и "
302,MK,збунет,вклештен,арен,"['расцветан', 'робусен', 'просперитетен']","Односот меѓу зборовите ""збунет"" и ""вклештен"" е еднаков со односот меѓу зборовите ""арен"" и "
303,MK,езеро,море,интересен,"['возбудлив', 'инспиративен', 'опоен', 'стимулативен', 'интересен', 'интригантен', 'провокативен']","Односот меѓу зборовите ""езеро"" и ""море"" е еднаков со односот меѓу зборовите ""интересен"" и "
304,MK,интересен,стимулативен,интересен,"['возбудлив', 'инспиративен', 'опоен', 'стимулативен', 'интересен', 'интригантен', 'провокативен']","Односот меѓу зборовите ""интересен"" и ""стимулативен"" е еднаков со односот меѓу зборовите ""интересен"" и "
305,MK,несреќен,трагичен,несреќен,"['трагичен', 'нажален', 'беден', 'мизерен', 'пеколен', 'беспомошен', 'безнадежен', 'поразен']","Односот меѓу зборовите ""несреќен"" и ""трагичен"" е еднаков со односот меѓу зборовите ""несреќен"" и "
306,MK,снек,оброк,дреме,['спие'],"Односот меѓу зборовите ""снек"" и ""оброк"" е еднаков со односот меѓу зборовите ""дреме"" и "
307,MK,силен,супер,арен,"['расцветан', 'робусен', 'просперитетен']","Односот меѓу зборовите ""силен"" и ""супер"" е еднаков со односот меѓу зборовите ""арен"" и "
308,MK,роси,дожд,гргор,"['смев', 'рик']","Односот меѓу зборовите ""роси"" и ""дожд"" е еднаков со односот меѓу зборовите ""гргор"" и "
309,MK,интересен,провокативен,топол,"['врел', 'огнен', 'загорен', 'вжештен', 'сензуален']","Односот меѓу зборовите ""интересен"" и ""провокативен"" е еднаков со односот меѓу зборовите ""топол"" и "
310,MK,лош,неизречлив,мајмун,['горило'],"Односот меѓу зборовите ""лош"" и ""неизречлив"" е еднаков со односот меѓу зборовите ""мајмун"" и "
311,MK,несреќен,страдален,мачка,"['лав', 'тигар', 'леопард', 'пантер', 'јагуар']","Односот меѓу зборовите ""несреќен"" и ""страдален"" е еднаков со односот меѓу зборовите ""мачка"" и "
312,MK,куќа,дворец,плаче,"['вриска', 'клик']","Односот меѓу зборовите ""куќа"" и ""дворец"" е еднаков со односот меѓу зборовите ""плаче"" и "
313,MK,креативен,оригинален,роси,"['дожд', 'поплава']","Односот меѓу зборовите ""креативен"" и ""оригинален"" е еднаков со односот меѓу зборовите ""роси"" и "
314,MK,море,океан,мрази,"['замрази', 'згнаси', 'презира', 'презир']","Односот меѓу зборовите ""море"" и ""океан"" е еднаков со односот меѓу зборовите ""мрази"" и "
315,MK,сака,блуд,сака,"['љуби', 'се_грижи', 'здроби']","Односот меѓу зборовите ""сака"" и ""блуд"" е еднаков со односот меѓу зборовите ""сака"" и "
316,MK,сака,глад,сака,"['загори', 'глад', 'жед', 'испостен', 'блуд']","Односот меѓу зборовите ""сака"" и ""глад"" е еднаков со односот меѓу зборовите ""сака"" и "
317,MK,збунет,изгубен,тажен,"['очаен', 'зафрлен', 'безнадежен', 'меланхолија']","Односот меѓу зборовите ""збунет"" и ""изгубен"" е еднаков со односот меѓу зборовите ""тажен"" и "
318,MK,гргор,рик,топол,"['врел', 'огнен', 'загорен', 'вжештен', 'сензуален']","Односот меѓу зборовите ""гргор"" и ""рик"" е еднаков со односот меѓу зборовите ""топол"" и "
319,MK,снек,јаде,болка,"['тегообност', 'тортура', 'агонија']","Односот меѓу зборовите ""снек"" и ""јаде"" е еднаков со односот меѓу зборовите ""болка"" и "
320,MK,сака,жед,закикоти,"['смеа', 'рик']","Односот меѓу зборовите ""сака"" и ""жед"" е еднаков со односот меѓу зборовите ""закикоти"" и "
321,MK,наскоро,итно,лош,"['пеколен', 'жеглив', 'грозен', 'неизречлив']","Односот меѓу зборовите ""наскоро"" и ""итно"" е еднаков со односот меѓу зборовите ""лош"" и "
322,MK,наскоро,веднаш,куќа,"['палата', 'дворец']","Односот меѓу зборовите ""наскоро"" и ""веднаш"" е еднаков со односот меѓу зборовите ""куќа"" и "
323,MK,мачка,пантер,иритира,"['налути', 'испопали', 'бесен', 'збудален']","Односот меѓу зборовите ""мачка"" и ""пантер"" е еднаков со односот меѓу зборовите ""иритира"" и "
324,MK,виновен,недостоен,среќен,['екстатичен'],"Односот меѓу зборовите ""виновен"" и ""недостоен"" е еднаков со односот меѓу зборовите ""среќен"" и "
325,MK,возбуден,изнервиран,пони,['коњ'],"Односот меѓу зборовите ""возбуден"" и ""изнервиран"" е еднаков со односот меѓу зборовите ""пони"" и "
326,MK,влажен,заситен,интересен,"['возбудлив', 'инспиративен', 'опоен', 'стимулативен', 'интересен', 'интригантен', 'провокативен']","Односот меѓу зборовите ""влажен"" и ""заситен"" е еднаков со односот меѓу зборовите ""интересен"" и "
327,MK,неопходен,пропишан,болка,"['тегообност', 'тортура', 'агонија']","Односот меѓу зборовите ""неопходен"" и ""пропишан"" е еднаков со односот меѓу зборовите ""болка"" и "
328,MK,виновен,тажен,дреме,['спие'],"Односот меѓу зборовите ""виновен"" и ""тажен"" е еднаков со односот меѓу зборовите ""дреме"" и "
329,MK,вкусен,убаво_на_вкус,сиротно,"['заболен', 'болен']","Односот меѓу зборовите ""вкусен"" и ""убаво_на_вкус"" е еднаков со односот меѓу зборовите ""сиротно"" и "
330,HR,večera,gozba,topao,"['vruć', 'vatren', 'plamen', 'zagrijan', 'usijan', 'ključajući', 'senzualan', 'sparan', 'vreo', 'užaren']","Odnos između riječi ""večera"" i ""gozba"" jednak je odnosu između riječi ""topao"" i "
331,HR,voljeti,obožavati,mačka,"['lav', 'tigar', 'leopard', 'pantera', 'jaguar']","Odnos između riječi ""voljeti"" i ""obožavati"" jednak je odnosu između riječi ""mačka"" i "
332,HR,zbunjen,zarobljen,dobar,"['uspješan', 'otporan', 'napredan', 'napredujući', 'prosperitetan']","Odnos između riječi ""zbunjen"" i ""zarobljen"" jednak je odnosu između riječi ""dobar"" i "
333,HR,jezero,more,zanimljiv,"['uzbudljiv', 'razdragan', 'bode_oči', 'inspirativan', 'opojan', 'stimulativan', 'uzburkan', 'zaokuplja_pažnju', 'intrigantan', 'dirljiv', 'provokativan', 'uzbuđujući']","Odnos između riječi ""jezero"" i ""more"" jednak je odnosu između riječi ""zanimljiv"" i "
334,HR,zanimljiv,stimulativan,zanimljiv,"['uzbudljiv', 'razdragan', 'bode_oči', 'inspirativan', 'opojan', 'stimulativan', 'uzburkan', 'zaokuplja_pažnju', 'intrigantan', 'dirljiv', 'provokativan', 'uzbuđujući']","Odnos između riječi ""zanimljiv"" i ""stimulativan"" jednak je odnosu između riječi ""zanimljiv"" i "
335,HR,nesretan,tragičan,nesretan,"['tragičan', 'tužan', 'jadan', 'grozan', 'vrijedan_žaljenje', 'očajan', 'beznadan', 'poguban']","Odnos između riječi ""nesretan"" i ""tragičan"" jednak je odnosu između riječi ""nesretan"" i "
336,HR,užina,obrok,drijemati,"['spavati', 'drijemati']","Odnos između riječi ""užina"" i ""obrok"" jednak je odnosu između riječi ""drijemati"" i "
337,HR,jak,super,dobar,"['uspješan', 'otporan', 'napredan', 'napredujući', 'prosperitetan']","Odnos između riječi ""jak"" i ""super"" jednak je odnosu između riječi ""dobar"" i "
338,HR,rominjanje,kiša,cerekanje,"['smijeh', 'grohot', 'kikot', 'smijuljenje', 'hihot', 'rika']","Odnos između riječi ""rominjanje"" i ""kiša"" jednak je odnosu između riječi ""cerekanje"" i "
339,HR,zanimljiv,provokativan,topao,"['vruć', 'vatren', 'plamen', 'zagrijan', 'usijan', 'ključajući', 'senzualan', 'sparan', 'vreo', 'užaren']","Odnos između riječi ""zanimljiv"" i ""provokativan"" jednak je odnosu između riječi ""topao"" i "
340,HR,loš,neizreciv,majmun,['gorila'],"Odnos između riječi ""loš"" i ""neizreciv"" jednak je odnosu između riječi ""majmun"" i "
341,HR,nesretan,koji_pati,mačka,"['lav', 'tigar', 'leopard', 'pantera', 'jaguar']","Odnos između riječi ""nesretan"" i ""koji_pati"" jednak je odnosu između riječi ""mačka"" i "
342,HR,kuća,dvorac,plakati,"['vrištati', 'vrisnuti', 'vrišteći']","Odnos između riječi ""kuća"" i ""dvorac"" jednak je odnosu između riječi ""plakati"" i "
343,HR,kreativan,originalan,rominjanje,"['kiša', 'pljusak', 'jaka_kiša', 'potop']","Odnos između riječi ""kreativan"" i ""originalan"" jednak je odnosu između riječi ""rominjanje"" i "
344,HR,more,ocean,ne_voljeti,"['mrziti', 'gnušati_se', 'prezirati', 'zazirati', 'proklinjati', 'prezreti', 'odbaciti', 'ismijati,omalovažavati']","Odnos između riječi ""more"" i ""ocean"" jednak je odnosu između riječi ""ne_voljeti"" i "
345,HR,želja,požuda,sviđati_se,"['voljeti', 'brinuti', 'zatreskati_se', 'zaluditi']","Odnos između riječi ""želja"" i ""požuda"" jednak je odnosu između riječi ""sviđati_se"" i "
346,HR,želja,glad,želja,"['žudnja', 'glad', 'žeđ', 'izgladnjelost', 'požuda']","Odnos između riječi ""želja"" i ""glad"" jednak je odnosu između riječi ""želja"" i "
347,HR,zbunjen,izgubljen,tužan,"['očajan', 'malodušan', 'očajavajući', 'klonuo_duhom', 'odbačen', 'beznadan', 'melankoličan']","Odnos između riječi ""zbunjen"" i ""izgubljen"" jednak je odnosu između riječi ""tužan"" i "
348,HR,cerekanje,rika,topao,"['vruć', 'vatren', 'plamen', 'zagrijan', 'usijan', 'ključajući', 'senzualan', 'sparan', 'vreo', 'užaren']","Odnos između riječi ""cerekanje"" i ""rika"" jednak je odnosu između riječi ""topao"" i "
349,HR,užina,jelo,bol,"['muka', 'tortura', 'agonija']","Odnos između riječi ""užina"" i ""jelo"" jednak je odnosu između riječi ""bol"" i "
350,HR,želja,žeđ,hihot,"['smijeh', 'grohot', 'kikot', 'smijuljenje', 'rika']","Odnos između riječi ""želja"" i ""žeđ"" jednak je odnosu između riječi ""hihot"" i "
351,HR,uskoro,hitno,loš,"['grozan', 'okrutan', 'gnjusan', 'strahovit', 'mučan', 'užasan', 'neizreciv', 'bezdušan,svirep']","Odnos između riječi ""uskoro"" i ""hitno"" jednak je odnosu između riječi ""loš"" i "
352,HR,uskoro,odmah,kuća,"['palača', 'dvorac']","Odnos između riječi ""uskoro"" i ""odmah"" jednak je odnosu između riječi ""kuća"" i "
353,HR,mačka,pantera,iritirati,"['razbjesniti', 'razjariti', 'razgnjeviti', 'naljutiti', 'razljutiti', 'uzrujati', 'uvrijediti', 'ražestiti']","Odnos između riječi ""mačka"" i ""pantera"" jednak je odnosu između riječi ""iritirati"" i "
354,HR,kriv,nedostojan,sretan,"['ekstatičan', 'razdragan', 'ushićen']","Odnos između riječi ""kriv"" i ""nedostojan"" jednak je odnosu između riječi ""sretan"" i "
355,HR,uzbuđen,nemiran,poni,['konj'],"Odnos između riječi ""uzbuđen"" i ""nemiran"" jednak je odnosu između riječi ""poni"" i "
356,HR,vlažan,natopljen,zanimljiv,"['uzbudljiv', 'razdragan', 'bode_oči', 'inspirativan', 'opojan', 'stimulativan', 'uzburkan', 'zaokuplja_pažnju', 'intrigantan', 'dirljiv', 'provokativan', 'uzbuđujući']","Odnos između riječi ""vlažan"" i ""natopljen"" jednak je odnosu između riječi ""zanimljiv"" i "
357,HR,nužan,potreban,bol,"['muka', 'tortura', 'agonija']","Odnos između riječi ""nužan"" i ""potreban"" jednak je odnosu između riječi ""bol"" i "
358,HR,kriv,ožalošćen,kunjati,"['spavati', 'drijemati']","Odnos između riječi ""kriv"" i ""ožalošćen"" jednak je odnosu između riječi ""kunjati"" i "
359,HR,ukusan,ugodnog_okusa,slab,"['napaćen', 'bolestan', 'pogođen']","Odnos između riječi ""ukusan"" i ""ugodnog_okusa"" jednak je odnosu između riječi ""slab"" i "
360,DE,Essen,Festmahl,warm,"['heiß', 'feurig', 'lodernd', 'erhitzt', 'glühend_heiß', 'brutzelnd', 'lüstern', 'heißblütig', 'glühend', 'weißglühend']","""Essen"" ist zu ""Festmahl"" wie ""warm"" ist zu "
361,DE,lieben,anbeten,Katze,"['Löwe', 'Tiger', 'Leopard', 'Panther', 'Jaguar']","""lieben"" ist zu ""anbeten"" wie ""Katze"" ist zu "
362,DE,verwirrt,gefangen,wohlauf,"['florierend', 'widerstandsfähig', 'boomen', 'prosperiere', 'gedeihend', 'blühend']","""verwirrt"" ist zu ""gefangen"" wie ""wohlauf"" ist zu "
363,DE,See,Meer,interessant,"['aufregend', 'aufheiternd', 'anregend', 'erheiternd', 'spektakulär', 'inspirierend', 'berauschend', 'mitreißend', 'stimulierend', 'ergreifend', 'fesselnd', 'interessant', 'faszinierend', 'bewegend', 'aufreizend', 'spannend', 'erstrebenswert']","""See"" ist zu ""Meer"" wie ""interessant"" ist zu "
364,DE,interessant,stimulierend,interessant,"['aufregend', 'aufheiternd', 'anregend', 'erheiternd', 'spektakulär', 'inspirierend', 'berauschend', 'mitreißend', 'stimulierend', 'ergreifend', 'fesselnd', 'interessant', 'faszinierend', 'bewegend', 'aufreizend', 'spannend', 'erstrebenswert']","""interessant"" ist zu ""stimulierend"" wie ""interessant"" ist zu "
365,DE,unglückselig,tragisch,unglückselig,"['tragisch', 'elend', 'schmerzlich', 'erbärmlich', 'miserabel', 'schrecklich', 'bedauernswert', 'bedauerlich', 'verzweifelt', 'hoffnungslos', 'verheerend']","""unglückselig"" ist zu ""tragisch"" wie ""unglückselig"" ist zu "
366,DE,Snack,Mahlzeit,Nickerchen,"['Schlaf', 'Schlummer']","""Snack"" ist zu ""Mahlzeit"" wie ""Nickerchen"" ist zu "
367,DE,stark,super,wohlauf,"['florierend', 'widerstandsfähig', 'boomen', 'prosperiere', 'gedeihend', 'blühend']","""stark"" ist zu ""super"" wie ""wohlauf"" ist zu "
368,DE,nieseln,regnen,Glucksen,"['Lachen', 'Gelächter', 'Gluckser', 'Gekicher', 'Lacher', 'Gebrüll', 'Getöse,Gelache']","""nieseln"" ist zu ""regnen"" wie ""Glucksen"" ist zu "
369,DE,interessant,aufreizend,warm,"['heiß', 'feurig', 'lodernd', 'erhitzt', 'glühend_heiß', 'brutzelnd', 'lüstern', 'heißblütig', 'glühend', 'weißglühend']","""interessant"" ist zu ""aufreizend"" wie ""warm"" ist zu "
370,DE,schlecht,unsäglich,Affe,['Gorilla'],"""schlecht"" ist zu ""unsäglich"" wie ""Affe"" ist zu "
371,DE,unglücklich,leidend,Katze,"['Löwe', 'Tiger', 'Leopard', 'Panther', 'Jaguar']","""unglücklich"" ist zu ""leidend"" wie ""Katze"" ist zu "
372,DE,Haus,Schloss,Schrei,"['Geschrei', 'gellender_Schrei', 'Kreischen', 'Gekreische']","""Haus"" ist zu ""Schloss"" wie ""Schrei"" ist zu "
373,DE,kreativ,original,nieseln,"['regnen', 'gießen', 'fluten']","""kreativ"" ist zu ""original"" wie ""nieseln"" ist zu "
374,DE,Meer,Ozean,ablehnen,"['haßen', 'verabscheuen', 'nicht_ausstehen_können', 'verfluchen', 'verschmähen', 'verachten', 'ausschlagen', 'geringschätzen']","""Meer"" ist zu ""Ozean"" wie ""ablehnen"" ist zu "
375,DE,wollen,begehren,mögen,"['lieben', 'zugetan_sein', 'gernhaben', 'schwärmen', 'betören']","""wollen"" ist zu ""begehren"" wie ""mögen"" ist zu "
376,DE,wollen,hungern,wollen,"['ersehnen', 'hungern', 'dürsten', 'verhungern', 'begehren']","""wollen"" ist zu ""hungern"" wie ""wollen"" ist zu "
377,DE,verwirrt,verirrt,traurig,"['verzweifelt', 'niedergeschlagen', 'verzweifelnd', 'verzagend', 'verloren', 'hoffnungslos', 'melancholisch']","""verwirrt"" ist zu ""verirrt"" wie ""traurig"" ist zu "
378,DE,Glucksen,Gebrüll,warm,"['heiß', 'feurig', 'lodernd', 'erhitzt', 'glühend_heiß', 'brutzelnd', 'lüstern', 'heißblütig', 'glühend', 'weißglühend']","""Glucksen"" ist zu ""Gebrüll"" wie ""warm"" ist zu "
379,DE,Snack,Essen,Schmerz,"['Qual', 'Folter', 'Pein']","""Snack"" ist zu ""Essen"" wie ""Schmerz"" ist zu "
380,DE,wollen,dürsten,Kichern,"['Lachen', 'Gelächter', 'Gluckser', 'Gekicher', 'Lacher', 'Gebrüll', 'Getöse,Gelache']","""wollen"" ist zu ""dürsten"" wie ""Kichern"" ist zu "
381,DE,zeitnah,prompt,schlecht,"['schrecklich', 'entsetzlich', 'abscheulich', 'furchtbar', 'schmerzhaft', 'fürchterlich', 'unsäglich']","""zeitnah"" ist zu ""prompt"" wie ""schlecht"" ist zu "
382,DE,zeitnah,umgehend,Haus,"['Palast', 'Schloss']","""zeitnah"" ist zu ""umgehend"" wie ""Haus"" ist zu "
383,DE,Katze,Panther,ärgern,"['erzürnen', 'erbosen', 'aufbringen', 'Zorn', 'wütend_machen', 'verrückt_machen', 'schäumen', 'Anstoß_nehmen']","""Katze"" ist zu ""Panther"" wie ""ärgern"" ist zu "
