,Language,a,b,c,d,prompts
348,HR,kršćanin,crkva,slon,['krdo'],"Odnos između riječi ""kršćanin"" i ""crkva"" jednak je odnosu između riječi ""slon"" i "
349,HR,pčela,košnica,pčela,"['roj', 'košnica', 'kolonija', 'gnijezdo']","Odnos između riječi ""pčela"" i ""košnica"" jednak je odnosu između riječi ""pčela"" i "
350,HR,guska,jato,pčela,"['roj', 'košnica', 'kolonija', 'gnijezdo']","Odnos između riječi ""guska"" i ""jato"" jednak je odnosu između riječi ""pčela"" i "
351,HR,član,zajednica,stranica,"['knjiga', 'bilježnica', 'internetska_stranica']","Odnos između riječi ""član"" i ""zajednica"" jednak je odnosu između riječi ""stranica"" i "
352,HR,pjevač,duet,slika,"['album', 'zbirka', 'knjižnica']","Odnos između riječi ""pjevač"" i ""duet"" jednak je odnosu između riječi ""slika"" i "
353,HR,učenik,razred,stranica,"['knjiga', 'bilježnica', 'internetska_stranica']","Odnos između riječi ""učenik"" i ""razred"" jednak je odnosu između riječi ""stranica"" i "
354,HR,pčela,kolonija,vojnik,"['vojska', 'jedinica', 'divizija', 'četa']","Odnos između riječi ""pčela"" i ""kolonija"" jednak je odnosu između riječi ""vojnik"" i "
355,HR,pjevač,trio,lav,['krdo'],"Odnos između riječi ""pjevač"" i ""trio"" jednak je odnosu između riječi ""lav"" i "
356,HR,pjesma,album,zaposlenik,"['osoblje', 'tvrtka']","Odnos između riječi ""pjesma"" i ""album"" jednak je odnosu između riječi ""zaposlenik"" i "
357,HR,kršćanin,zajednica,građanin,"['građanstvo', 'zemlja', 'država']","Odnos između riječi ""kršćanin"" i ""zajednica"" jednak je odnosu između riječi ""građanin"" i "
358,HR,kršćanin,župa,knjiga,"['knjižnica', 'polica', 'zbirka', 'računovodstvo', 'računovodstveni_sustav', 'računovodstvena_metoda']","Odnos između riječi ""kršćanin"" i ""župa"" jednak je odnosu između riječi ""knjiga"" i "
359,HR,ovca,stado,knjiga,"['knjižnica', 'polica', 'zbirka', 'računovodstvo', 'računovodstveni_sustav', 'računovodstvena_metoda']","Odnos između riječi ""ovca"" i ""stado"" jednak je odnosu između riječi ""knjiga"" i "
360,DE,Blume,Blumenstrauß,Polizist,['Polizei'],"""Blume"" ist zu ""Blumenstrauß"" wie ""Polizist"" ist zu "
361,DE,Soldat,Armee,Baum,"['Wald', 'Holz', 'Hain']","""Soldat"" ist zu ""Armee"" wie ""Baum"" ist zu "
362,DE,Kätzchen,Wurf,Wolf,['Rudel'],"""Kätzchen"" ist zu ""Wurf"" wie ""Wolf"" ist zu "
363,DE,Buch,Bilanzierungsmethode,Vogel,['Schwarm'],"""Buch"" ist zu ""Bilanzierungsmethode"" wie ""Vogel"" ist zu "
364,DE,Foto,Album,Ehepartner,"['Paar', 'Beziehung', 'Familie']","""Foto"" ist zu ""Album"" wie ""Ehepartner"" ist zu "
365,DE,Ehepartner,Beziehung,Arbeitnehmer,"['Personal', 'Unternehmen']","""Ehepartner"" ist zu ""Beziehung"" wie ""Arbeitnehmer"" ist zu "
366,DE,Sekretär,Personal,Buchstabe,['Alphabet'],"""Sekretär"" ist zu ""Personal"" wie ""Buchstabe"" ist zu "
367,DE,Wort,Satz,Blume,"['Blumenstrauß', 'Strauß']","""Wort"" ist zu ""Satz"" wie ""Blume"" ist zu "
368,DE,Person,Welt,Ehepartner,"['Paar', 'Beziehung', 'Familie']","""Person"" ist zu ""Welt"" wie ""Ehepartner"" ist zu "
369,DE,Landkreis,Land,Jurymitglied,['Jury'],"""Landkreis"" ist zu ""Land"" wie ""Jurymitglied"" ist zu "
370,DE,Kalb,Rind,Mitglied,"['Club', 'Team', 'Gruppe', 'Band', 'Gemeinschaft']","""Kalb"" ist zu ""Rind"" wie ""Mitglied"" ist zu "
371,DE,Wort,Absatz,Abteilung,"['Firma', 'Geschäft', 'Zug', 'Gefechtsverband']","""Wort"" ist zu ""Absatz"" wie ""Abteilung"" ist zu "
372,DE,Sänger,Band,Sänger,"['Chor', 'Band', 'Duo', 'Trio', 'Quartett']","""Sänger"" ist zu ""Band"" wie ""Sänger"" ist zu "
373,DE,Sekretär,Kammer,Lied,"['Album', 'Bestand', 'Sammlung', 'Musikbibliothek']","""Sekretär"" ist zu ""Kammer"" wie ""Lied"" ist zu "
374,DE,Buch,Regal,Mitglied,"['Club', 'Team', 'Gruppe', 'Band', 'Gemeinschaft']","""Buch"" ist zu ""Regal"" wie ""Mitglied"" ist zu "
375,DE,Hochschule,Universität,Spieler,"['Team', 'Gruppe', 'Orchester']","""Hochschule"" ist zu ""Universität"" wie ""Spieler"" ist zu "
376,DE,Buch,Buchhaltung,Stern,"['Konstellation', 'Galaxie']","""Buch"" ist zu ""Buchhaltung"" wie ""Stern"" ist zu "
377,DE,Sänger,Quartett,Wagen,"['Zug', 'Umzug']","""Sänger"" ist zu ""Quartett"" wie ""Wagen"" ist zu "
378,DE,Christ,Kirche,Elefant,['Herde'],"""Christ"" ist zu ""Kirche"" wie ""Elefant"" ist zu "
379,DE,Biene,Bienenstock,Biene,"['Schwarm', 'Bienenstock', 'Kolonie', 'Treiben', 'Nest', 'Volk']","""Biene"" ist zu ""Bienenstock"" wie ""Biene"" ist zu "
380,DE,Gans,Schar,Biene,"['Schwarm', 'Bienenstock', 'Kolonie', 'Treiben', 'Nest', 'Volk']","""Gans"" ist zu ""Schar"" wie ""Biene"" ist zu "
381,DE,Mitglied,Gemeinschaft,Seite,"['Buch', 'Notizbuch', 'Website', 'Webseite']","""Mitglied"" ist zu ""Gemeinschaft"" wie ""Seite"" ist zu "
382,DE,Sänger,Duo,Foto,"['Album', 'Sammlung', 'Archiv']","""Sänger"" ist zu ""Duo"" wie ""Foto"" ist zu "
383,DE,Schüler,Klasse,Seite,"['Buch', 'Notizbuch', 'Website', 'Webseite']","""Schüler"" ist zu ""Klasse"" wie ""Seite"" ist zu "
384,DE,Biene,Kolonie,Soldat,"['Armee', 'Einheit', 'Division', 'Truppe']","""Biene"" ist zu ""Kolonie"" wie ""Soldat"" ist zu "
385,DE,Sänger,Trio,Löwe,['Rudel'],"""Sänger"" ist zu ""Trio"" wie ""Löwe"" ist zu "
386,DE,Lied,Album,Arbeitnehmer,"['Personal', 'Unternehmen']","""Lied"" ist zu ""Album"" wie ""Arbeitnehmer"" ist zu "
387,DE,Christ,Kongregation,Bürger_,"['Staatsbürgerschaft', 'Land', 'Staat']","""Christ"" ist zu ""Kongregation"" wie ""Bürger_"" ist zu "
388,DE,Christ,Pfarrei,Buch,"['Bibliothek', 'Regal', 'Sammlung', 'Buchhaltung', 'Buchhaltungssystem,_Rechnungswesen', 'Bilanzierungsmethode']","""Christ"" ist zu ""Pfarrei"" wie ""Buch"" ist zu "
389,DE,Schaf,Herde,Buch,"['Bibliothek', 'Regal', 'Sammlung', 'Buchhaltung', 'Buchhaltungssystem,_Rechnungswesen', 'Bilanzierungsmethode']","""Schaf"" ist zu ""Herde"" wie ""Buch"" ist zu "
390,FR,fleur,bouquet,policier,['police'],"""fleur"" est à ""bouquet"" ce que ""policier"" est à "
391,FR,soldat,armée,arbre,"['forêt', 'bois', 'bosquet']","""soldat"" est à ""armée"" ce que ""arbre"" est à "
392,FR,chaton,litière,loup,['meute'],"""chaton"" est à ""litière"" ce que ""loup"" est à "
393,FR,livre,méthode_de_comptabilité,oiseau,['volée'],"""livre"" est à ""méthode_de_comptabilité"" ce que ""oiseau"" est à "
394,FR,photo,album,conjoint,"['couple', 'relation', 'famille']","""photo"" est à ""album"" ce que ""conjoint"" est à "
395,FR,conjoint,relation,employé,"['personnel', 'entreprise']","""conjoint"" est à ""relation"" ce que ""employé"" est à "
396,FR,secrétaire,personnel,lettre,['alphabet'],"""secrétaire"" est à ""personnel"" ce que ""lettre"" est à "
397,FR,mot,phrase,fleur,['bouquet'],"""mot"" est à ""phrase"" ce que ""fleur"" est à "
398,FR,personne,monde,conjoint,"['couple', 'relation', 'famille']","""personne"" est à ""monde"" ce que ""conjoint"" est à "
399,FR,comté,pays,juré,['jury'],"""comté"" est à ""pays"" ce que ""juré"" est à "
400,FR,veau,bovin,membre,"['club', 'équipe', 'groupe', 'communauté']","""veau"" est à ""bovin"" ce que ""membre"" est à "
401,FR,mot,paragraphe,division,"['entreprise', 'peloton', 'groupe_de_bataille']","""mot"" est à ""paragraphe"" ce que ""division"" est à "
402,FR,chanteur,groupe,chanteur,"['chorale', 'groupe', 'duo', 'trio', 'quatuor']","""chanteur"" est à ""groupe"" ce que ""chanteur"" est à "
403,FR,secrétaire,maison,chanson,"['album', 'collection', 'antologie', 'bibliothèque']","""secrétaire"" est à ""maison"" ce que ""chanson"" est à "
404,FR,livre,étagère,membre,"['club', 'équipe', 'groupe', 'communauté']","""livre"" est à ""étagère"" ce que ""membre"" est à "
405,FR,collège,université,joueur,"['équipe', 'groupe', 'orchestre']","""collège"" est à ""université"" ce que ""joueur"" est à "
406,FR,livre,comptabilité,étoile,"['constellation', 'galaxie']","""livre"" est à ""comptabilité"" ce que ""étoile"" est à "
407,FR,chanteur,quatuor,voiture,"['train', 'cortège']","""chanteur"" est à ""quatuor"" ce que ""voiture"" est à "
408,FR,chrétien,église,éléphant,['troupeau'],"""chrétien"" est à ""église"" ce que ""éléphant"" est à "
409,FR,abeille,ruche,abeille,"['essaim', 'ruche', 'colonie', 'dérive', 'coulée', 'nid', 'populace', 'stand']","""abeille"" est à ""ruche"" ce que ""abeille"" est à "
410,FR,oie,gaggle,abeille,"['essaim', 'ruche', 'colonie', 'dérive', 'coulée', 'nid', 'populace', 'stand']","""oie"" est à ""gaggle"" ce que ""abeille"" est à "
411,FR,membre,communauté,page,"['livre', 'carnet_de_notes', 'site_web']","""membre"" est à ""communauté"" ce que ""page"" est à "
412,FR,chanteur,duo,photo,"['album', 'collection', 'bibliothèque']","""chanteur"" est à ""duo"" ce que ""photo"" est à "
413,FR,élève,classe,page,"['livre', 'carnet_de_notes', 'site_web']","""élève"" est à ""classe"" ce que ""page"" est à "
414,FR,abeille,colonie,soldat,"['armée', 'unité', 'division', 'troupe']","""abeille"" est à ""colonie"" ce que ""soldat"" est à "
415,FR,chanteur,trio,lion,['fierté'],"""chanteur"" est à ""trio"" ce que ""lion"" est à "
416,FR,chanson,album,employé,"['personnel', 'entreprise']","""chanson"" est à ""album"" ce que ""employé"" est à "
417,FR,chrétien,congrégation,citoyen,"['citoyenneté', 'pays', 'état']","""chrétien"" est à ""congrégation"" ce que ""citoyen"" est à "
418,FR,chrétien,paroisse,livre,"['bibliothèque', 'étagère', 'collection', 'comptabilité', 'système_comptable', 'méthode_de_comptabilité']","""chrétien"" est à ""paroisse"" ce que ""livre"" est à "
419,FR,mouton,troupeau,livre,"['bibliothèque', 'étagère', 'collection', 'comptabilité', 'système_comptable', 'méthode_de_comptabilité']","""mouton"" est à ""troupeau"" ce que ""livre"" est à "
420,ES,flor,ramo,policía,['cuerpo_de_policía'],"""flor"" es a ""ramo"" como ""policía"" es a  "
421,ES,soldado,ejército,árbol,"['bosque', 'arboleda', 'selva']","""soldado"" es a ""ejército"" como ""árbol"" es a  "
422,ES,gato,camada,lobo,['manada'],"""gato"" es a ""camada"" como ""lobo"" es a  "
423,ES,libro,método_de_contabilizar,pájaro,['bandada'],"""libro"" es a ""método_de_contabilizar"" como ""pájaro"" es a  "
424,ES,fotografía,álbum,esposa,"['pareja', 'relación', 'familia']","""fotografía"" es a ""álbum"" como ""esposa"" es a  "
425,ES,esposa,relación,empleado,"['personal', 'compañía']","""esposa"" es a ""relación"" como ""empleado"" es a  "
426,ES,secretaria,personal,letra,['alfabeto'],"""secretaria"" es a ""personal"" como ""letra"" es a  "
427,ES,palabra,frase,flor,"['ramo', 'ramillete']","""palabra"" es a ""frase"" como ""flor"" es a  "
428,ES,persona,mundo,esposa,"['pareja', 'relación', 'familia']","""persona"" es a ""mundo"" como ""esposa"" es a  "
429,ES,condado,país,miembro_del_jurado,['jurado'],"""condado"" es a ""país"" como ""miembro_del_jurado"" es a  "
430,ES,ternero,ganado,miembro,"['club', 'equipo', 'grupo', 'banda', 'comunidad']","""ternero"" es a ""ganado"" como ""miembro"" es a  "
431,ES,palabra,párrafo,división,"['compañía', 'negocio', 'army', 'grupo_de_combate']","""palabra"" es a ""párrafo"" como ""división"" es a  "
432,ES,cantante,banda,cantante,"['coro', 'banda', 'duo', 'trio', 'cuarteto']","""cantante"" es a ""banda"" como ""cantante"" es a  "
433,ES,secretaria,congreso,canción,"['álbum', 'colección', 'antología', 'biblioteca']","""secretaria"" es a ""congreso"" como ""canción"" es a  "
434,ES,libro,estantería,miembro,"['club', 'equipo', 'grupo', 'banda', 'comunidad']","""libro"" es a ""estantería"" como ""miembro"" es a  "
435,ES,facultad,universidad,jugador,"['equipo', 'grupo', 'club_deportivo']","""facultad"" es a ""universidad"" como ""jugador"" es a  "
436,ES,libro,contabilidad,estrella,"['constelación', 'galaxia']","""libro"" es a ""contabilidad"" como ""estrella"" es a  "
437,ES,cantante,cuarteto,coche,"['tren', 'procesión']","""cantante"" es a ""cuarteto"" como ""coche"" es a  "
438,ES,cristiano,iglesia,elefante,['manada'],"""cristiano"" es a ""iglesia"" como ""elefante"" es a  "
439,ES,abeja,colmena,abeja,"['enjambre', 'colmena', 'colonia', 'enjambre_pequeño', 'nido', 'colmenar', 'apiario']","""abeja"" es a ""colmena"" como ""abeja"" es a  "
440,ES,ganso,bandada,abeja,"['enjambre', 'colmena', 'colonia', 'enjambre_pequeño', 'nido', 'colmenar', 'apiario']","""ganso"" es a ""bandada"" como ""abeja"" es a  "
441,ES,miembro,comunidad,página,"['libro', 'libreta', 'página_web']","""miembro"" es a ""comunidad"" como ""página"" es a  "
442,ES,cantante,duo,fotografía,"['álbum', 'colección', 'librería']","""cantante"" es a ""duo"" como ""fotografía"" es a  "
443,ES,estudiante,clase,página,"['libro', 'libreta', 'página_web']","""estudiante"" es a ""clase"" como ""página"" es a  "
444,ES,abeja,colonia,soldado,"['ejército', 'unidad', 'división', 'tropa']","""abeja"" es a ""colonia"" como ""soldado"" es a  "
445,ES,cantante,trio,león,['manada'],"""cantante"" es a ""trio"" como ""león"" es a  "
446,ES,canción,álbum,empleado,"['personal', 'compañía']","""canción"" es a ""álbum"" como ""empleado"" es a  "
447,ES,cristiano,congregación,ciudadano,"['ciudadanía', 'país', 'estado']","""cristiano"" es a ""congregación"" como ""ciudadano"" es a  "
448,ES,cristiano,parroquia,libro,"['biblioteca', 'estantería', 'colección', 'contabilidad', 'método_contable', 'método_de_contabilizar']","""cristiano"" es a ""parroquia"" como ""libro"" es a  "
449,ES,oveja,rebaño,libro,"['biblioteca', 'estantería', 'colección', 'contabilidad', 'método_contable', 'método_de_contabilizar']","""oveja"" es a ""rebaño"" como ""libro"" es a  "
450,LT,gėlė,puokštė,policininkas,['policija'],"""gėlė"" yra ""puokštė"" taip, kaip ""policininkas"" yra "
451,LT,karys,armija,medis,"['miškas', 'giraitė', 'guotas,miškelis,sodelis']","""karys"" yra ""armija"" taip, kaip ""medis"" yra "
452,LT,kačiukas,kraikas,vilkas,['gauja'],"""kačiukas"" yra ""kraikas"" taip, kaip ""vilkas"" yra "
453,LT,knyga,apskaitos_metodas,paukštis,['pulkas'],"""knyga"" yra ""apskaitos_metodas"" taip, kaip ""paukštis"" yra "
454,LT,foto,albumas,sutuoktinis,"['pora', 'santykiai', 'šeima']","""foto"" yra ""albumas"" taip, kaip ""sutuoktinis"" yra "
455,LT,sutuoktinis,santykiai,darbuotojas,"['personalas', 'kompanija', 'bendrovė,įmonė,firma']","""sutuoktinis"" yra ""santykiai"" taip, kaip ""darbuotojas"" yra "
456,LT,sekretorius,personalas,raidė,"['abėcėlė', 'alfabetas,raidynas']","""sekretorius"" yra ""personalas"" taip, kaip ""raidė"" yra "
457,LT,žodis,sakinys,gėlė,"['puokštė', 'ryšulys']","""žodis"" yra ""sakinys"" taip, kaip ""gėlė"" yra "
458,LT,asmuo,pasaulis,sutuoktinis,"['pora', 'santykiai', 'šeima']","""asmuo"" yra ""pasaulis"" taip, kaip ""sutuoktinis"" yra "
459,LT,apygarda,šalis,prisiekusysis,"['žiuri', 'žiuri_narys']","""apygarda"" yra ""šalis"" taip, kaip ""prisiekusysis"" yra "
460,LT,veršiukas,galvijai,narys,"['klubas', 'komanda', 'grupė', 'bendruomenė', 'ansamblis,orkestras']","""veršiukas"" yra ""galvijai"" taip, kaip ""narys"" yra "
461,LT,žodis,pastraipa,padalinys,"['kompanija', 'verslas', 'bendrovė,įmonė,firma,biznis']","""žodis"" yra ""pastraipa"" taip, kaip ""padalinys"" yra "
462,LT,daininkas,grupė,daininkas,"['choras', 'grupė', 'duetas', 'tercetas', 'kvartetas', 'ansamblis']","""daininkas"" yra ""grupė"" taip, kaip ""daininkas"" yra "
463,LT,sekretorius,rūmai,daina,"['albumas', 'rinkinys', 'antologija']","""sekretorius"" yra ""rūmai"" taip, kaip ""daina"" yra "
464,LT,knyga,lentyna,narys,"['klubas', 'komanda', 'grupė', 'bendruomenė', 'ansamblis,orkestras']","""knyga"" yra ""lentyna"" taip, kaip ""narys"" yra "
465,LT,kolegija,universitetas,muzikantas,"['kolektyvas', 'grupė', 'orkestras', 'ansamblis']","""kolegija"" yra ""universitetas"" taip, kaip ""muzikantas"" yra "
466,LT,knyga,apskaita,žvaigždė,"['žvaigždynas', 'galaktika', 'konsteliacija']","""knyga"" yra ""apskaita"" taip, kaip ""žvaigždė"" yra "
467,LT,daininkas,kvartetas,vagonas,['sąstatas'],"""daininkas"" yra ""kvartetas"" taip, kaip ""vagonas"" yra "
468,LT,krikščionis,bažnyčia,dramblys,"['banda', 'kaimenė']","""krikščionis"" yra ""bažnyčia"" taip, kaip ""dramblys"" yra "
469,LT,bitė,šeima,bitė,"['spiečius', 'šeima', 'kolonija', 'kasta', 'lizdas', 'stovas', 'avilys']","""bitė"" yra ""šeima"" taip, kaip ""bitė"" yra "
470,LT,žąsis,pulkas,bitė,"['spiečius', 'šeima', 'kolonija', 'kasta', 'lizdas', 'stovas', 'avilys']","""žąsis"" yra ""pulkas"" taip, kaip ""bitė"" yra "
471,LT,narys,bendruomenė,puslapis,"['knyga', 'užrašų_kygelė', 'interneto_svetainė', 'sąsiuvinis,bloknotas']","""narys"" yra ""bendruomenė"" taip, kaip ""puslapis"" yra "
472,LT,daininkas,duetas,foto,"['albumas', 'kolekcija']","""daininkas"" yra ""duetas"" taip, kaip ""foto"" yra "
473,LT,studentas,klasė,puslapis,"['knyga', 'užrašų_kygelė', 'interneto_svetainė', 'sąsiuvinis,bloknotas']","""studentas"" yra ""klasė"" taip, kaip ""puslapis"" yra "
474,LT,bitė,kolonija,karys,"['armija', 'dalinys', 'divizija', 'būrys']","""bitė"" yra ""kolonija"" taip, kaip ""karys"" yra "
475,LT,daininkas,tercetas,liūtas,['būrys'],"""daininkas"" yra ""tercetas"" taip, kaip ""liūtas"" yra "
476,LT,daina,albumas,darbuotojas,"['personalas', 'kompanija', 'bendrovė,įmonė,firma']","""daina"" yra ""albumas"" taip, kaip ""darbuotojas"" yra "
477,LT,krikščionis,kongregacija,pilietis,"['piliečiai', 'šalis', 'valstybė']","""krikščionis"" yra ""kongregacija"" taip, kaip ""pilietis"" yra "
478,LT,krikščionis,parapija,knyga,"['biblioteka', 'lentyna', 'kolekcija', 'apskaita', 'apskaitos_sistema', 'apskaitos_metodas']","""krikščionis"" yra ""parapija"" taip, kaip ""knyga"" yra "
479,LT,avis,banda,knyga,"['biblioteka', 'lentyna', 'kolekcija', 'apskaita', 'apskaitos_sistema', 'apskaitos_metodas']","""avis"" yra ""banda"" taip, kaip ""knyga"" yra "
